product_id,category,color,size,season,supplier,cost_price,list_price
P011667,shoes,red,xl,summer,supplierd,24.31,74.45
P011668,bottoms,blue,m,spring,supplierc,67.82,99.9
P011669,shoes,green,s,spring,supplierc,44.56,41.84
P011670,accessories,red,l,summer,supplierc,5.22,62.93
P011671,accessories,white,xs,summer,supplierb,32.19,159.13
P011672,shoes,white,xs,spring,supplierc,51.54,122.24
P011673,dresses,red,l,summer,suppliera,12.83,31.17
P011674,accessories,red,xl,fall,supplierc,15.11,15.38
P011675,dresses,black,m,summer,supplierc,65.01,153.61
P011676,accessories,white,l,spring,supplierb,21.17,137.1
P011677,accessories,white,xl,spring,supplierb,68.4,115.9
P011678,tops,red,xs,winter,supplierc,57.12,80.37
P011679,bottoms,yellow,xl,summer,supplierd,11.77,124.56
P011680,bottoms,black,s,winter,supplierb,7.73,177.32
P011681,dresses,green,m,spring,supplierb,32.38,26.52
P011682,bottoms,black,s,summer,supplierb,64.57,120.26
P011683,dresses,black,s,spring,supplierb,58.91,167.34
P011684,accessories,white,xl,summer,supplierd,26.24,192.64
P011685,tops,red,xl,summer,supplierd,73.6,154.55
P011686,tops,red,l,summer,supplierb,33.75,187.26
P011687,accessories,red,xs,spring,suppliera,21.63,101.07
P011688,shoes,black,m,spring,supplierc,31.93,121.71
P011689,shoes,black,s,winter,supplierd,48.05,81.24
P011690,bottoms,yellow,xl,fall,supplierc,20.75,138.81
P011691,dresses,blue,xs,winter,supplierd,5.13,176.49
P011692,tops,green,l,fall,supplierc,15.93,111.72
P011693,bottoms,blue,xl,summer,supplierc,54.56,75.49
P011694,accessories,yellow,l,winter,supplierd,47.73,65.08
P011695,tops,green,xl,summer,supplierc,41.93,90.86
P011696,dresses,blue,m,fall,supplierd,18.98,67.67
P011697,dresses,blue,s,spring,supplierb,53.84,157.72
P011698,shoes,blue,l,fall,supplierd,44.74,141.96
P011699,bottoms,blue,l,fall,supplierb,10.75,191.45
P011700,accessories,black,l,summer,supplierc,23.67,36.42
P011701,tops,green,xl,summer,supplierd,12.48,138.73
P011702,dresses,yellow,l,fall,suppliera,68.57,131.75
P011703,tops,blue,xl,winter,supplierd,51.01,158.48
P011704,accessories,blue,xl,winter,supplierd,55.53,42.92
P011705,tops,yellow,m,summer,supplierd,58.49,178.85
P011706,bottoms,red,xl,spring,supplierd,61.12,161.1
P011707,shoes,black,xs,fall,supplierb,22.27,189.66
P011708,tops,white,l,spring,supplierb,78.45,24.74
P011709,shoes,red,s,winter,suppliera,76.93,20.5
P011710,accessories,yellow,l,fall,supplierd,57.27,17.72
P011711,shoes,white,xs,spring,supplierc,73.04,186.97
P011712,tops,blue,xl,spring,supplierd,49.4,140.73
P011713,tops,green,m,summer,supplierb,50.91,21.54
P011714,dresses,white,xl,spring,supplierc,62.93,153.22
P011715,tops,white,m,spring,supplierd,20.16,186.09
P011716,shoes,white,s,spring,supplierb,66.68,53.06
P011717,dresses,green,l,winter,suppliera,65.85,188.88
P011718,tops,red,xl,winter,supplierb,14.74,13.1
P011719,tops,black,m,summer,supplierd,27.97,44.61
P011720,accessories,green,m,fall,suppliera,78.17,141.33
P011721,dresses,red,xs,winter,suppliera,25.88,117.05
P011722,accessories,blue,xs,fall,supplierd,63.31,169.84
P011723,accessories,red,l,fall,supplierc,31.02,160.24
P011724,accessories,white,m,fall,suppliera,76.21,149.46
P011725,bottoms,red,s,winter,supplierc,6.59,11.13
P011726,accessories,red,m,winter,supplierc,61.33,147.98
P011727,shoes,blue,m,winter,supplierb,41.94,28.32
P011728,tops,blue,xl,fall,supplierb,65.25,12.98
P011729,bottoms,red,xl,summer,supplierd,5.49,26.76
P011730,accessories,green,xs,spring,supplierc,19.41,18.2
P011731,tops,blue,xl,spring,supplierc,62.01,14.86
P011732,dresses,white,m,summer,supplierc,53.4,20.21
P011733,dresses,green,xl,fall,supplierc,33.54,185.39
P011734,tops,yellow,xs,fall,supplierd,60.96,155.03
P011735,shoes,red,l,spring,suppliera,24.17,33.18
P011736,tops,yellow,s,summer,suppliera,76.86,61.95
P011737,tops,white,m,spring,supplierc,76.87,134.89
P011738,bottoms,white,s,spring,supplierb,43.23,165.4
P011739,dresses,green,l,fall,supplierd,68.37,162.06
P011740,dresses,,m,fall,supplierb,42.63,128.39
P011741,accessories,white,s,spring,supplierc,7.09,167.21
P011742,tops,yellow,l,spring,supplierb,6.67,20.08
P011743,tops,yellow,m,winter,suppliera,61.64,79.45
P011744,shoes,blue,l,winter,supplierd,12.14,84.33
P011745,dresses,blue,m,summer,supplierb,76.99,194.48
P011746,shoes,green,m,winter,supplierb,34.86,168.47
P011747,bottoms,blue,l,fall,supplierc,36.26,78.82
P011748,accessories,black,xs,winter,supplierc,19.65,58.9
P011749,shoes,red,s,fall,supplierc,58.52,118.76
P011750,dresses,white,xs,winter,suppliera,70.11,60.56
P011751,bottoms,white,xl,winter,supplierc,28.69,193.51
P011752,tops,green,s,fall,suppliera,64.89,141.28
P011753,bottoms,green,m,fall,supplierb,71.02,121.05
P011754,shoes,white,s,spring,suppliera,30.61,28.98
P011755,dresses,blue,s,winter,supplierb,16.67,28.82
P011756,shoes,green,xl,summer,supplierd,66.86,132.29
P011757,tops,black,xs,summer,supplierc,19.26,41.28
P011758,tops,green,m,fall,supplierb,33.77,96.77
P011759,dresses,blue,s,spring,suppliera,34.52,56.37
P011760,accessories,red,xs,spring,supplierd,51.03,98.14
P011761,bottoms,black,xl,spring,supplierd,52.37,40.7
P011762,bottoms,green,xs,spring,supplierb,29.7,75.4
P011763,tops,red,xl,fall,supplierc,47.0,95.53
P011764,shoes,red,s,spring,supplierd,48.02,31.28
P011765,shoes,yellow,m,fall,supplierc,12.74,76.76
P011766,accessories,white,xs,spring,suppliera,12.85,176.34
P011767,shoes,blue,xl,winter,suppliera,68.42,124.48
P011768,bottoms,white,m,fall,supplierc,63.94,130.44
P011769,shoes,yellow,s,winter,supplierb,70.79,13.75
P011770,accessories,blue,xs,spring,supplierb,10.18,43.11
P011771,bottoms,yellow,l,winter,supplierb,23.8,170.21
P011772,shoes,red,m,winter,supplierc,67.27,148.68
P011773,bottoms,green,xs,fall,supplierb,75.61,166.27
P011774,tops,blue,xl,fall,supplierd,26.51,86.14
P011775,tops,blue,l,spring,suppliera,65.27,121.16
P011776,tops,red,m,spring,supplierc,46.84,119.31
P011777,shoes,black,l,fall,supplierc,44.88,158.58
P011778,accessories,red,m,summer,supplierc,37.43,109.82
P011779,bottoms,yellow,s,spring,suppliera,18.49,41.77
P011780,dresses,red,xl,fall,supplierb,57.54,167.12
P011781,tops,blue,xl,summer,suppliera,65.68,11.89
P011782,tops,red,s,fall,supplierb,70.82,57.14
P011783,dresses,white,m,winter,suppliera,8.59,111.07
P011784,dresses,red,m,summer,suppliera,42.27,117.6
P011785,shoes,green,xl,spring,supplierb,46.8,162.31
P011786,bottoms,red,xs,winter,supplierb,36.66,46.27
P011787,tops,,m,summer,supplierb,65.82,28.83
P011788,accessories,green,s,summer,supplierb,46.2,194.7
P011789,shoes,black,xl,summer,suppliera,25.57,82.58
P011790,shoes,black,s,winter,supplierc,61.0,69.01
P011791,accessories,black,s,spring,supplierc,12.13,134.34
P011792,accessories,white,m,spring,suppliera,41.86,184.17
P011793,accessories,green,s,summer,supplierc,64.86,162.63
P011794,dresses,white,xl,fall,supplierd,50.0,139.28
P011795,tops,white,xs,summer,supplierb,36.85,62.02
P011796,dresses,yellow,xl,summer,supplierb,41.81,158.58
P011797,tops,white,l,fall,suppliera,10.13,53.81
P011798,dresses,green,xl,spring,supplierd,63.27,172.51
P011799,bottoms,blue,l,fall,supplierc,50.13,114.21
P011800,tops,blue,m,winter,suppliera,75.86,141.8
P011801,shoes,black,l,summer,supplierb,62.38,92.4
P011802,tops,white,xs,winter,supplierb,63.97,132.52
P011803,tops,black,m,summer,suppliera,20.59,53.01
P011804,tops,white,xs,fall,supplierc,32.91,162.21
P011805,bottoms,black,l,winter,supplierd,8.1,80.76
P011806,dresses,red,m,winter,suppliera,69.24,124.41
P011807,shoes,green,l,winter,suppliera,28.17,81.42
P011808,dresses,white,s,winter,supplierd,46.93,96.37
P011809,dresses,yellow,xs,spring,supplierd,31.16,198.84
P011810,accessories,white,s,summer,suppliera,62.0,28.02
P011811,bottoms,white,xs,spring,supplierc,36.72,136.54
P011812,accessories,green,xs,spring,supplierb,32.64,144.12
P011813,bottoms,red,m,winter,supplierd,48.66,129.01
P011814,dresses,blue,s,summer,supplierc,40.16,161.55
P011815,dresses,green,l,fall,supplierb,64.47,44.61
P011816,bottoms,red,m,summer,suppliera,23.69,64.7
P011817,dresses,black,xs,fall,supplierd,73.27,176.38
P011818,dresses,white,l,winter,supplierb,15.02,197.62
P011819,shoes,white,xs,fall,suppliera,10.4,18.21
P011820,accessories,blue,xs,summer,supplierb,58.94,28.25
P011821,accessories,black,l,fall,supplierd,28.23,189.69
P011822,accessories,red,xl,spring,supplierd,59.95,16.12
P011823,tops,black,l,summer,suppliera,38.17,87.07
P011824,shoes,black,m,spring,supplierc,28.49,79.1
P011825,accessories,blue,l,fall,supplierd,67.93,32.77
P011826,accessories,red,m,fall,supplierc,70.31,175.73
P011827,shoes,blue,s,fall,supplierd,16.97,22.33
P011828,dresses,red,l,fall,suppliera,14.15,112.51
P011829,accessories,green,s,winter,suppliera,56.04,76.51
P011830,dresses,green,l,spring,supplierb,68.06,54.19
P011831,accessories,white,m,fall,supplierb,64.79,122.29
P011832,bottoms,blue,s,winter,supplierc,48.16,90.71
P011833,tops,green,xl,summer,supplierc,72.02,75.1
P011834,accessories,yellow,l,fall,supplierb,70.69,68.91
P011835,bottoms,black,m,winter,supplierc,25.55,136.13
P011836,shoes,black,m,fall,supplierb,50.37,118.49
P011837,bottoms,green,xs,spring,suppliera,14.54,119.66
P011838,shoes,blue,m,spring,supplierc,24.96,52.51
P011839,accessories,white,m,winter,suppliera,66.42,114.97
P011840,shoes,black,l,fall,suppliera,77.6,108.48
P011841,bottoms,white,s,spring,supplierd,8.13,152.46
P011842,tops,black,l,winter,supplierd,52.23,121.85
P011843,dresses,red,l,winter,supplierc,32.76,90.96
P011844,dresses,green,xl,summer,supplierc,59.81,150.32
P011845,tops,blue,xl,spring,supplierb,33.7,57.55
P011846,dresses,black,l,summer,supplierd,57.32,15.32
P011847,accessories,green,xl,summer,supplierd,68.83,139.7
P011848,???,white,xs,spring,suppliera,38.06,107.25
P011849,bottoms,blue,m,winter,supplierd,40.59,51.12
P011850,bottoms,blue,l,winter,supplierb,62.24,90.14
P011851,shoes,green,s,summer,suppliera,56.49,171.21
P011852,bottoms,green,xl,winter,supplierd,67.89,140.46
P011853,accessories,green,xs,fall,supplierc,77.85,57.21
P011854,bottoms,red,xl,winter,supplierd,51.36,116.13
P011855,dresses,red,xs,summer,suppliera,26.07,40.62
P011856,shoes,blue,xs,spring,supplierd,48.62,44.93
P011857,shoes,green,xs,winter,supplierc,38.6,31.12
P011858,accessories,yellow,l,winter,supplierc,23.36,49.32
P011859,bottoms,yellow,m,summer,supplierb,23.59,78.63
P011860,dresses,red,l,fall,suppliera,29.58,197.26
P011861,bottoms,blue,m,fall,supplierc,70.2,47.78
P011862,tops,black,s,winter,suppliera,47.81,191.81
P011863,bottoms,yellow,xl,fall,supplierc,41.15,55.83
P011864,accessories,green,l,spring,supplierb,29.73,68.89
P011865,bottoms,red,xl,fall,supplierc,77.26,29.95
P011866,shoes,blue,xl,summer,suppliera,67.64,196.75
P011867,dresses,green,s,spring,supplierc,67.54,129.08
P011868,accessories,blue,xl,spring,supplierc,29.87,56.26
P011869,tops,black,m,spring,supplierd,40.08,87.35
P011870,dresses,yellow,l,summer,supplierb,72.43,115.29
P011871,dresses,blue,s,winter,supplierc,57.74,135.27
P011872,shoes,blue,m,summer,supplierb,38.72,56.11
P011873,shoes,black,m,winter,suppliera,62.09,75.85
P011874,shoes,white,s,spring,supplierb,16.05,105.09
P011875,accessories,green,s,winter,supplierc,6.62,130.13
P011876,bottoms,black,xl,spring,supplierd,67.46,134.81
P011877,dresses,yellow,xs,fall,supplierc,19.35,195.44
P011878,bottoms,black,m,winter,supplierb,62.26,136.54
P011879,bottoms,yellow,m,spring,supplierd,35.56,133.56
P011880,shoes,green,xs,summer,supplierd,67.21,27.82
P011881,bottoms,yellow,m,fall,suppliera,53.68,108.25
P011882,dresses,blue,l,spring,suppliera,6.33,126.2
P011883,dresses,red,xl,summer,supplierc,31.21,101.0
P011884,tops,green,xl,spring,supplierb,76.59,85.66
P011885,accessories,black,l,spring,supplierc,36.39,21.97
P011886,bottoms,blue,xs,winter,supplierc,38.75,149.23
P011887,accessories,yellow,s,spring,supplierd,51.02,73.15
P011888,accessories,white,m,fall,supplierc,44.07,119.6
P011889,accessories,blue,m,fall,supplierb,34.16,87.95
P011890,accessories,red,s,spring,supplierc,32.31,41.54
P011891,dresses,blue,s,summer,suppliera,67.28,126.91
P011892,bottoms,red,xs,spring,suppliera,10.72,64.61
P011893,tops,white,m,spring,supplierd,18.68,119.13
P011894,accessories,white,s,winter,suppliera,66.49,88.58
P011895,tops,blue,m,fall,supplierb,66.93,77.21
P011896,dresses,green,l,spring,suppliera,18.12,64.44
P011897,dresses,green,s,spring,supplierd,65.0,146.48
P011898,shoes,green,xs,fall,supplierd,77.07,131.37
P011899,accessories,yellow,xs,winter,supplierd,71.07,124.82
P011900,shoes,yellow,m,summer,supplierb,30.75,193.03
P011901,tops,white,m,fall,supplierd,65.72,72.01
P011902,bottoms,red,xs,fall,suppliera,6.27,150.33
P011903,shoes,yellow,m,summer,suppliera,38.26,98.63
P011904,dresses,yellow,xs,summer,suppliera,26.76,147.94
P011905,accessories,black,xl,summer,supplierc,44.39,33.77
P011906,tops,blue,xs,summer,supplierb,32.65,118.89
P011907,dresses,yellow,xl,summer,supplierc,18.24,41.39
P011908,bottoms,yellow,l,fall,supplierd,7.87,131.39
P011909,accessories,red,l,summer,supplierd,37.01,130.51
P011910,bottoms,,l,spring,supplierc,36.51,174.48
P011911,bottoms,white,s,winter,supplierd,27.02,54.73
P011912,accessories,black,xs,summer,supplierd,35.1,117.65
P011913,accessories,white,xl,fall,supplierd,14.93,21.74
P011914,bottoms,white,xl,spring,supplierb,31.56,70.48
P011915,tops,yellow,xl,summer,supplierd,23.27,145.04
P011916,accessories,yellow,xs,spring,supplierc,68.56,38.03
P011917,dresses,yellow,l,winter,supplierc,27.6,199.99
P011918,shoes,red,s,fall,suppliera,6.72,10.5
P011919,tops,green,xs,summer,supplierd,77.15,36.97
P011920,accessories,green,s,fall,supplierb,25.01,146.83
P011921,accessories,red,s,fall,suppliera,63.98,29.18
P011922,tops,blue,s,summer,supplierd,77.91,52.5
P011923,shoes,white,xs,summer,supplierb,41.54,188.02
P011924,bottoms,blue,l,spring,supplierc,33.56,18.2
P011925,dresses,white,l,winter,supplierb,18.1,19.29
P011926,accessories,yellow,m,summer,supplierd,22.15,160.37
P011927,shoes,white,xl,spring,supplierd,69.53,53.07
P011928,dresses,yellow,xl,winter,supplierb,9.53,158.61
P011929,tops,green,l,winter,supplierc,18.49,126.11
P011930,accessories,green,xl,fall,supplierd,19.24,184.24
P011931,bottoms,white,l,fall,supplierd,11.46,59.2
P011932,tops,yellow,s,summer,supplierc,60.41,149.45
P011933,???,green,m,summer,suppliera,9.72,22.19
P011934,shoes,green,xl,fall,suppliera,65.11,81.95
P011935,dresses,yellow,s,summer,supplierc,70.9,28.83
P011936,dresses,black,xl,summer,suppliera,28.73,150.52
P011937,accessories,black,m,winter,supplierb,22.13,123.85
P011938,tops,yellow,xs,spring,suppliera,30.79,148.32
P011939,bottoms,white,m,summer,supplierc,27.38,157.97
P011940,shoes,green,s,winter,supplierd,44.28,32.74
P011941,accessories,black,m,spring,supplierd,43.58,121.0
P011942,shoes,blue,s,summer,supplierd,41.51,45.11
P011943,dresses,white,m,fall,supplierc,31.81,164.3
P011944,bottoms,white,xl,fall,suppliera,46.59,16.49
P011945,shoes,blue,m,spring,supplierc,16.03,197.0
P011946,accessories,white,m,winter,supplierb,52.4,28.08
P011947,bottoms,green,l,spring,suppliera,60.94,88.99
P011948,tops,black,m,winter,supplierb,12.47,151.01
P011949,accessories,red,xl,winter,supplierc,17.37,183.74
P011950,shoes,black,s,spring,suppliera,78.88,45.81
P011951,bottoms,yellow,xs,spring,suppliera,33.19,182.77
P011952,accessories,blue,xs,spring,suppliera,63.48,146.68
P011953,bottoms,red,xs,spring,supplierd,68.63,182.74
P011954,bottoms,yellow,xs,summer,supplierc,45.72,156.72
P011955,bottoms,yellow,s,summer,supplierb,20.68,159.45
P011956,shoes,green,s,fall,supplierb,7.53,120.91
P011957,accessories,green,xs,fall,supplierd,58.48,160.34
P011958,dresses,black,m,spring,suppliera,46.28,157.43
P011959,dresses,white,m,spring,supplierd,8.79,175.61
P011960,shoes,yellow,l,winter,suppliera,62.49,63.02
P011961,shoes,white,s,spring,supplierd,33.62,93.15
P011962,bottoms,blue,l,summer,supplierb,76.33,171.2
P011963,accessories,white,xl,spring,supplierb,19.96,181.79
P011964,accessories,green,s,fall,suppliera,50.09,132.68
P011965,tops,red,xs,fall,supplierc,60.22,143.54
P011966,tops,yellow,xs,spring,suppliera,14.91,117.99
P011967,dresses,black,l,winter,suppliera,25.02,93.4
P011968,tops,black,s,fall,supplierd,19.48,179.47
P011969,tops,black,m,winter,supplierb,49.34,197.96
P011970,dresses,,s,winter,supplierc,5.91,107.09
P011971,dresses,red,l,spring,suppliera,35.62,156.96
P011972,tops,white,l,fall,supplierc,47.2,25.48
P011973,accessories,white,xs,winter,supplierd,61.64,36.93
P011974,tops,yellow,xs,winter,suppliera,12.09,26.3
P011975,bottoms,green,xl,spring,supplierd,39.24,183.33
P011976,bottoms,yellow,l,spring,supplierb,58.25,128.86
P011977,bottoms,green,xl,fall,supplierc,37.14,10.87
P011978,shoes,yellow,xl,winter,supplierb,18.82,62.21
P011979,bottoms,yellow,xs,winter,supplierd,20.19,73.24
P011980,accessories,white,m,summer,suppliera,28.21,48.81
P011981,shoes,yellow,xs,winter,supplierb,27.79,88.24
P011982,shoes,blue,s,winter,suppliera,36.18,99.71
P011983,bottoms,blue,m,fall,supplierd,70.79,184.65
P011984,tops,blue,l,winter,suppliera,36.0,132.72
P011985,dresses,yellow,m,spring,supplierd,63.48,140.09
P011986,tops,white,l,summer,supplierc,19.68,19.61
P011987,tops,red,l,fall,supplierb,71.25,150.17
P011988,shoes,blue,xl,winter,supplierb,57.03,159.57
P011989,shoes,green,s,winter,suppliera,57.53,143.49
P011990,shoes,black,xs,summer,suppliera,7.92,37.7
P011991,accessories,black,xl,spring,supplierc,54.9,15.59
P011992,accessories,white,xl,spring,supplierd,6.81,42.21
P011993,dresses,black,s,spring,suppliera,42.94,13.46
P011994,shoes,white,xs,spring,supplierd,32.14,190.1
P011995,bottoms,black,xl,summer,supplierd,26.97,196.99
P011996,shoes,red,m,winter,supplierb,47.53,43.4
P011997,accessories,red,xs,spring,supplierd,52.09,176.53
P011998,shoes,red,s,fall,supplierd,79.91,155.77
P011999,accessories,red,m,summer,supplierd,8.52,23.4
P012000,shoes,blue,m,summer,supplierb,10.96,187.84
P012001,bottoms,green,xl,fall,suppliera,7.01,158.0
P012002,dresses,red,s,spring,supplierc,42.7,77.97
P012003,bottoms,yellow,s,fall,supplierb,6.65,83.8
P012004,accessories,blue,xl,fall,supplierd,37.52,192.72
P012005,tops,white,xs,fall,supplierd,70.74,199.43
P012006,bottoms,black,l,fall,supplierc,79.27,192.47
P012007,shoes,black,xl,summer,suppliera,68.52,79.59
P012008,dresses,blue,m,fall,supplierb,33.6,98.01
P012009,shoes,yellow,l,fall,supplierb,39.6,28.05
P012010,shoes,yellow,xs,winter,supplierb,16.4,40.06
P012011,bottoms,black,xs,summer,supplierb,18.84,192.98
P012012,dresses,yellow,xs,spring,supplierb,69.35,99.54
P012013,tops,red,l,fall,supplierd,6.34,118.75
P012014,???,black,xl,winter,suppliera,79.56,108.12
P012015,dresses,red,s,spring,supplierd,28.86,90.45
P012016,tops,red,xl,fall,suppliera,37.95,11.78
P012017,shoes,black,xl,spring,supplierb,20.39,33.38
P012018,dresses,blue,l,fall,supplierc,13.49,23.76
P012019,bottoms,white,m,fall,suppliera,49.38,83.58
P012020,shoes,,l,summer,supplierc,63.21,132.01
P012021,shoes,green,m,fall,supplierd,28.06,57.11
P012022,dresses,green,l,summer,suppliera,71.02,97.45
P012023,shoes,red,m,winter,supplierb,62.44,145.59
P012024,tops,,s,spring,supplierc,8.57,44.52
P012025,shoes,blue,s,fall,supplierc,49.22,107.04
P012026,accessories,blue,xs,winter,supplierc,32.75,155.76
P012027,tops,red,xs,summer,supplierd,64.65,190.46
P012028,dresses,yellow,m,fall,supplierd,17.77,137.36
P012029,tops,white,xl,summer,supplierd,43.55,16.7
P012030,accessories,white,xs,summer,supplierb,49.99,101.63
P012031,accessories,green,l,winter,supplierb,77.31,136.44
P012032,shoes,yellow,s,fall,suppliera,66.28,85.51
P012033,shoes,white,xs,fall,supplierb,34.22,122.73
P012034,bottoms,black,xs,winter,suppliera,9.33,18.82
P012035,tops,red,xs,fall,supplierc,64.66,117.7
P012036,bottoms,blue,l,summer,suppliera,36.16,23.33
P012037,accessories,red,l,fall,suppliera,10.44,182.77
P012038,shoes,black,xs,winter,supplierd,48.9,92.59
P012039,shoes,white,xl,summer,supplierd,38.82,128.21
P012040,shoes,red,xl,summer,supplierd,32.85,29.5
P012041,dresses,black,l,spring,supplierc,19.53,113.61
P012042,accessories,yellow,l,spring,supplierb,37.96,74.7
P012043,shoes,white,s,winter,supplierd,77.5,106.26
P012044,accessories,green,xl,winter,supplierd,75.07,75.72
P012045,shoes,yellow,xs,fall,supplierc,43.16,45.06
P012046,tops,green,m,fall,suppliera,77.72,37.04
P012047,accessories,green,s,fall,supplierb,62.08,11.65
P012048,bottoms,yellow,s,spring,suppliera,66.63,67.32
P012049,dresses,black,xs,winter,supplierb,27.11,88.94
P012050,bottoms,black,xs,winter,supplierd,53.31,181.41
P012051,accessories,blue,l,winter,supplierb,15.34,139.16
P012052,shoes,blue,xl,spring,suppliera,37.24,81.87
P012053,accessories,green,l,summer,supplierb,64.08,175.03
P012054,dresses,red,xl,fall,supplierd,67.52,66.71
P012055,accessories,white,xl,winter,suppliera,26.83,30.19
P012056,shoes,blue,m,fall,suppliera,37.31,116.85
P012057,bottoms,white,s,winter,supplierd,62.48,170.11
P012058,tops,yellow,m,winter,supplierd,40.72,136.42
P012059,bottoms,red,xs,summer,supplierc,71.98,35.9
P012060,shoes,green,m,summer,supplierc,53.55,48.76
P012061,shoes,white,m,spring,supplierb,36.3,143.64
P012062,dresses,yellow,s,winter,supplierd,25.63,70.31
P012063,accessories,green,m,winter,supplierd,59.98,91.48
P012064,accessories,white,s,fall,supplierc,49.38,39.42
P012065,???,red,s,summer,suppliera,29.33,19.61
P012066,tops,blue,s,spring,supplierb,44.91,147.08
P012067,tops,black,s,spring,supplierd,56.29,13.96
P012068,dresses,green,m,spring,supplierc,5.26,93.83
P012069,shoes,blue,l,winter,supplierd,11.18,89.92
P012070,dresses,white,l,spring,supplierd,62.4,110.96
P012071,accessories,yellow,xs,spring,supplierb,39.16,38.49
P012072,shoes,yellow,s,winter,supplierc,14.9,34.23
P012073,dresses,blue,l,winter,supplierb,24.4,189.69
P012074,bottoms,black,xs,fall,supplierc,67.77,90.28
P012075,accessories,green,m,fall,supplierc,22.64,131.95
P012076,tops,green,xs,spring,supplierb,70.15,139.38
P012077,???,blue,l,fall,supplierd,41.19,143.11
P012078,accessories,red,xs,winter,supplierc,59.32,107.33
P012079,???,white,xs,spring,supplierd,79.32,142.83
P012080,tops,blue,xs,winter,suppliera,75.28,159.14
P012081,tops,red,l,spring,supplierc,32.34,101.75
P012082,tops,green,s,fall,supplierb,25.75,49.82
P012083,dresses,white,m,summer,supplierb,46.89,76.68
P012084,tops,green,s,spring,supplierd,62.78,59.9
P012085,bottoms,black,xl,fall,suppliera,53.44,149.03
P012086,accessories,yellow,s,spring,supplierc,79.48,110.11
P012087,tops,red,m,summer,supplierc,16.8,104.08
P012088,???,black,xs,spring,supplierd,11.84,25.03
P012089,shoes,black,s,winter,supplierd,24.84,112.04
P012090,shoes,black,l,spring,supplierb,28.51,188.24
P012091,tops,red,xl,spring,supplierd,36.76,168.66
P012092,accessories,white,xs,spring,supplierd,52.71,172.31
P012093,shoes,green,xs,fall,supplierc,75.37,93.03
P012094,tops,white,xs,summer,supplierb,74.57,17.48
P012095,accessories,yellow,s,winter,suppliera,20.17,119.44
P012096,tops,white,l,summer,supplierc,62.39,87.24
P012097,accessories,white,m,fall,supplierc,41.78,109.34
P012098,shoes,green,xl,fall,suppliera,76.18,47.9
P012099,tops,green,l,winter,supplierd,42.99,173.2
P012100,shoes,red,s,summer,suppliera,38.22,183.68
P012101,tops,yellow,xl,fall,suppliera,65.25,192.42
P012102,dresses,blue,l,spring,supplierc,31.28,153.52
P012103,shoes,green,m,spring,supplierd,75.7,161.33
P012104,shoes,green,m,spring,suppliera,9.09,139.18
P012105,bottoms,yellow,xs,fall,supplierc,49.65,159.65
P012106,shoes,blue,xs,fall,supplierd,42.35,38.8
P012107,accessories,green,m,winter,supplierb,24.85,192.54
P012108,tops,white,xs,winter,suppliera,7.18,117.16
P012109,dresses,yellow,xs,fall,suppliera,43.78,75.47
P012110,accessories,green,m,winter,supplierb,72.58,75.16
P012111,accessories,red,xl,fall,supplierd,44.48,158.37
P012112,accessories,green,m,fall,suppliera,49.78,28.72
P012113,accessories,blue,xs,fall,supplierb,10.48,147.23
P012114,dresses,white,xl,spring,supplierc,59.76,79.75
P012115,bottoms,blue,xs,summer,suppliera,65.18,14.63
P012116,shoes,yellow,s,summer,supplierb,21.61,99.31
P012117,accessories,green,xs,fall,supplierb,44.23,163.75
P012118,shoes,green,l,spring,supplierd,37.87,158.3
P012119,shoes,red,l,summer,suppliera,56.67,65.06
P012120,accessories,white,xs,summer,suppliera,67.66,153.58
P012121,bottoms,green,xs,winter,supplierb,14.06,53.81
P012122,shoes,red,s,fall,supplierb,43.94,37.78
P012123,tops,red,xl,winter,supplierb,51.32,26.61
P012124,shoes,blue,xl,spring,supplierd,5.46,105.43
P012125,accessories,white,s,summer,supplierb,65.57,141.79
P012126,dresses,black,m,fall,supplierd,37.66,110.25
P012127,shoes,yellow,xs,fall,supplierc,44.85,49.72
P012128,bottoms,red,xs,spring,supplierd,8.95,86.24
P012129,tops,black,l,winter,supplierb,21.05,26.72
P012130,tops,blue,l,summer,supplierd,27.1,40.12
P012131,dresses,red,m,fall,supplierb,45.18,81.44
P012132,dresses,,xl,winter,suppliera,27.98,175.7
P012133,shoes,white,xl,summer,supplierd,44.86,174.14
P012134,accessories,black,xl,spring,supplierb,31.83,62.85
P012135,bottoms,white,xs,spring,supplierb,13.97,140.41
P012136,tops,black,l,spring,supplierb,71.38,45.97
P012137,dresses,blue,xs,spring,supplierc,62.8,42.84
P012138,bottoms,red,m,winter,supplierc,52.03,171.71
P012139,accessories,red,s,winter,suppliera,45.38,176.9
P012140,tops,blue,s,spring,suppliera,20.3,78.05
P012141,tops,yellow,xl,winter,supplierd,63.28,77.98
P012142,accessories,yellow,l,spring,supplierc,61.23,109.28
P012143,tops,green,m,spring,suppliera,18.74,121.85
P012144,accessories,,xs,summer,suppliera,48.77,173.94
P012145,tops,yellow,m,fall,supplierc,8.05,42.59
P012146,shoes,yellow,m,winter,supplierc,28.84,31.43
P012147,accessories,black,m,spring,supplierb,65.9,165.83
P012148,bottoms,,l,winter,suppliera,29.45,121.58
P012149,???,blue,m,fall,supplierb,30.42,23.53
P012150,bottoms,white,s,fall,supplierc,71.76,169.39
P012151,tops,white,xl,winter,supplierd,27.68,29.89
